,title,price,link
77,"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN  ","54,990",https://amazon.in//MSI-i5-13420H-Windows-GeForce-B13UC-1805IN/dp/B0CV9J1QSM/ref=sr_1_127?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9.hPP5jipto6TwNA6Rb1nlqJx6jviEfa4f_BxKXp34Pq4RhVbU4jv8TctxjtJmpr0TB9F25N9koXC8xFMazlWEwnp05WKaDjPdV0Sml0I59L5opiW16BzifjPQDNhl4lNiLhk1hKKB_y-hkds4mbxPKp_JeXlUg57lAc-LbwFTB6WG34shgWZyBKm7eKpgCzLOyvucSvDP1tYPKeVTQFQgZEcxlPj6S_afORIp1up8F8E.hu34HieFTQDfJ5G-U-LYtN_j_Ogs1ZP6UtrqV3ctmeY&dib_tag=se&keywords=laptop&qid=1730572215&sprefix=lep%2Caps%2C757&sr=8-127
78,"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 3050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG  ","65,990",https://amazon.in//Acer-7-7735HS-Graphics-Windows-ANV15-41/dp/B0DFWVTQQ7/ref=sr_1_128?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9.hPP5jipto6TwNA6Rb1nlqJx6jviEfa4f_BxKXp34Pq4RhVbU4jv8TctxjtJmpr0TB9F25N9koXC8xFMazlWEwnp05WKaDjPdV0Sml0I59L5opiW16BzifjPQDNhl4lNiLhk1hKKB_y-hkds4mbxPKp_JeXlUg57lAc-LbwFTB6WG34shgWZyBKm7eKpgCzLOyvucSvDP1tYPKeVTQFQgZEcxlPj6S_afORIp1up8F8E.hu34HieFTQDfJ5G-U-LYtN_j_Ogs1ZP6UtrqV3ctmeY&dib_tag=se&keywords=laptop&qid=1730572215&sprefix=lep%2Caps%2C757&sr=8-128
79,(Refurbished) Lenovo ThinkPad T470 7th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (8 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel HD Graphics)  ,"17,450",https://amazon.in//Refurbished-Lenovo-ThinkPad-Touchscreen-Bluetooth/dp/B0DJ18SY5Z/ref=sr_1_18?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9.BBnT97cykFY8SfEP2_0aDht_84_2ynzfzPKQBHaIs2hAuesqLycyGK3mm_cAUh0dH_P0vCMPqX8fS8Xde0W9WM1jx6_yyA7qmfVIDi1OXPW7HQn0VA9BfPFFkM00s4wAfj-m5uJVpPuQoQ80f20He-e89jHnXRvWt5UMsXszzbSndTxoUCRVgTu1S4nfSJi2q_Yjc0b9oEA09jKrYe2ouvvcglkPRRSxeEUy37fSHS8.U-9GtigkIhuNFpZwjzOfpRqJmwSNVW8eqvY8kWVsrzM&dib_tag=se&keywords=laptop&qid=1730572108&sprefix=lep%2Caps%2C757&sr=8-18
80,"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN  ","1,04,790",https://amazon.in//Lenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN/dp/B0CY2LDT1S/ref=sr_1_129?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9.hPP5jipto6TwNA6Rb1nlqJx6jviEfa4f_BxKXp34Pq4RhVbU4jv8TctxjtJmpr0TB9F25N9koXC8xFMazlWEwnp05WKaDjPdV0Sml0I59L5opiW16BzifjPQDNhl4lNiLhk1hKKB_y-hkds4mbxPKp_JeXlUg57lAc-LbwFTB6WG34shgWZyBKm7eKpgCzLOyvucSvDP1tYPKeVTQFQgZEcxlPj6S_afORIp1up8F8E.hu34HieFTQDfJ5G-U-LYtN_j_Ogs1ZP6UtrqV3ctmeY&dib_tag=se&keywords=laptop&qid=1730572215&sprefix=lep%2Caps%2C757&sr=8-129
81,"MSI Modern 14, Intel 12th Gen. i3 1215U,36CM Laptop(8GB/512GB NVMe SSD/Windows 11 Home/UHD Graphic/Classic Black/1.4Kg),C12MO-1205IN  ","28,990",https://amazon.in//MSI-Windows-Graphic-Classic-C12MO-1205IN/dp/B0D22L96QY/ref=sr_1_130?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9.hPP5jipto6TwNA6Rb1nlqJx6jviEfa4f_BxKXp34Pq4RhVbU4jv8TctxjtJmpr0TB9F25N9koXC8xFMazlWEwnp05WKaDjPdV0Sml0I59L5opiW16BzifjPQDNhl4lNiLhk1hKKB_y-hkds4mbxPKp_JeXlUg57lAc-LbwFTB6WG34shgWZyBKm7eKpgCzLOyvucSvDP1tYPKeVTQFQgZEcxlPj6S_afORIp1up8F8E.hu34HieFTQDfJ5G-U-LYtN_j_Ogs1ZP6UtrqV3ctmeY&dib_tag=se&keywords=laptop&qid=1730572215&sprefix=lep%2Caps%2C757&sr=8-130
82,"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU  ","60,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2014TU/dp/B0B1M9HYBT/ref=sr_1_131?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9.hPP5jipto6TwNA6Rb1nlqJx6jviEfa4f_BxKXp34Pq4RhVbU4jv8TctxjtJmpr0TB9F25N9koXC8xFMazlWEwnp05WKaDjPdV0Sml0I59L5opiW16BzifjPQDNhl4lNiLhk1hKKB_y-hkds4mbxPKp_JeXlUg57lAc-LbwFTB6WG34shgWZyBKm7eKpgCzLOyvucSvDP1tYPKeVTQFQgZEcxlPj6S_afORIp1up8F8E.hu34HieFTQDfJ5G-U-LYtN_j_Ogs1ZP6UtrqV3ctmeY&dib_tag=se&keywords=laptop&qid=1730572215&sprefix=lep%2Caps%2C757&sr=8-131
83,"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Yr ADP Free/Cloud Grey/1.3Kg), 82V6009HIN  ","23,990",https://amazon.in//Lenovo-IdeaPad-Celeron-Windows-82V6009HIN/dp/B0D8138TR8/ref=sr_1_132?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9.hPP5jipto6TwNA6Rb1nlqJx6jviEfa4f_BxKXp34Pq4RhVbU4jv8TctxjtJmpr0TB9F25N9koXC8xFMazlWEwnp05WKaDjPdV0Sml0I59L5opiW16BzifjPQDNhl4lNiLhk1hKKB_y-hkds4mbxPKp_JeXlUg57lAc-LbwFTB6WG34shgWZyBKm7eKpgCzLOyvucSvDP1tYPKeVTQFQgZEcxlPj6S_afORIp1up8F8E.hu34HieFTQDfJ5G-U-LYtN_j_Ogs1ZP6UtrqV3ctmeY&dib_tag=se&keywords=laptop&qid=1730572215&sprefix=lep%2Caps%2C757&sr=8-132
84,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","36,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Mzc3NTg1Nzg2MDg4MjM5OjE3MzA1NzIyMTU6c3BfYnRmOjMwMDEwNzY0ODY4NjAzMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400ERIN%2Fdp%2FB0CP2KRYLM%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2U44J85V9C94J%26dib%3DeyJ2IjoiMSJ9.hPP5jipto6TwNA6Rb1nlqJx6jviEfa4f_BxKXp34Pq4RhVbU4jv8TctxjtJmpr0TB9F25N9koXC8xFMazlWEwnp05WKaDjPdV0Sml0I59L5opiW16BzifjPQDNhl4lNiLhk1hKKB_y-hkds4mbxPKp_JeXlUg57lAc-LbwFTB6WG34shgWZyBKm7eKpgCzLOyvucSvDP1tYPKeVTQFQgZEcxlPj6S_afORIp1up8F8E.hu34HieFTQDfJ5G-U-LYtN_j_Ogs1ZP6UtrqV3ctmeY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730572215%26sprefix%3Dlep%252Caps%252C757%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
85,"(Refurbished) HP Workstation Zbook Intel Core i7-4810MQ Quad Core Processor , 4 GB Ram & 128 GB SSD, 15.6 Inches with Intel & Nvidia K2100M Dual Graphics with FHD Screen 1080p Laptop Computer  ","21,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Mzc3NTg1Nzg2MDg4MjM5OjE3MzA1NzIyMTU6c3BfYnRmOjMwMDM2NTQ3MjIzMzMzMjo6MDo6&url=%2FHP-Workstation-i7-4810MQ-Processor-Graphics%2Fdp%2FB0BKFY8HNW%2Fref%3Dsr_1_134_sspa%3Fcrid%3D2U44J85V9C94J%26dib%3DeyJ2IjoiMSJ9.hPP5jipto6TwNA6Rb1nlqJx6jviEfa4f_BxKXp34Pq4RhVbU4jv8TctxjtJmpr0TB9F25N9koXC8xFMazlWEwnp05WKaDjPdV0Sml0I59L5opiW16BzifjPQDNhl4lNiLhk1hKKB_y-hkds4mbxPKp_JeXlUg57lAc-LbwFTB6WG34shgWZyBKm7eKpgCzLOyvucSvDP1tYPKeVTQFQgZEcxlPj6S_afORIp1up8F8E.hu34HieFTQDfJ5G-U-LYtN_j_Ogs1ZP6UtrqV3ctmeY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730572215%26sprefix%3Dlep%252Caps%252C757%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
86,"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FKIN  ","32,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTk2NjMwNzM5NTcyNDEzOjE3MzA1NzIyMzU6c3BfYXRmX25leHQ6MzAwMjg2MjIxNzA2NTMyOjowOjo&url=%2FLenovo-IdeaPad-i3-1215U-Backlit-82RJ00FKIN%2Fdp%2FB0DB1WCBBS%2Fref%3Dsr_1_129_sspa%3Fcrid%3D2U44J85V9C94J%26dib%3DeyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730572235%26sprefix%3Dlep%252Caps%252C757%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
87,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (16 GB DDR4 RAM/128 GB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","25,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTk2NjMwNzM5NTcyNDEzOjE3MzA1NzIyMzU6c3BfYXRmX25leHQ6MzAwMjYwODE4ODM4NzMyOjowOjo&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KPC3CX%2Fref%3Dsr_1_130_sspa%3Fcrid%3D2U44J85V9C94J%26dib%3DeyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730572235%26sprefix%3Dlep%252Caps%252C757%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
88,"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021 Pro Plus  ","41,710",https://amazon.in//Lenovo-V14-G3-Intel-1235U/dp/B08HJWSGW6/ref=sr_1_131?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-131
89,"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 Chromebook (14 Inch, Transparent Silver, 1.47 Kg)  ","16,990",https://amazon.in//ASUS-Chromebook-Intel-Celeron-N4500/dp/B0D7W7C81D/ref=sr_1_132?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-132
90,"ASUS Vivobook 14 Thin and Light Laptop, Core i3-1215U 12th Gen, 14"" (35.56 cm) FHD, 60Hz (8GB RAM/512GB SSD/Windows 11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ","31,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_19?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9.BBnT97cykFY8SfEP2_0aDht_84_2ynzfzPKQBHaIs2hAuesqLycyGK3mm_cAUh0dH_P0vCMPqX8fS8Xde0W9WM1jx6_yyA7qmfVIDi1OXPW7HQn0VA9BfPFFkM00s4wAfj-m5uJVpPuQoQ80f20He-e89jHnXRvWt5UMsXszzbSndTxoUCRVgTu1S4nfSJi2q_Yjc0b9oEA09jKrYe2ouvvcglkPRRSxeEUy37fSHS8.U-9GtigkIhuNFpZwjzOfpRqJmwSNVW8eqvY8kWVsrzM&dib_tag=se&keywords=laptop&qid=1730572108&sprefix=lep%2Caps%2C757&sr=8-19
91,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/Alexa Built-in/3 Mon Game Pass/Arctic Grey/1.6Kg), 83ER008GIN  ","50,900",https://amazon.in//Lenovo-IdeaPad-i5-12450H-Backlit-83ER008GIN/dp/B0CR8XY6MG/ref=sr_1_133?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-133
92,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU  ","44,822",https://amazon.in//HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_134?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-134
93,"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021 Pro Plus  ","27,990",https://amazon.in//HP-Laptop-245-G9-Ryzen/dp/B0DJCWZ5BT/ref=sr_1_135?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-135
94,"HP Laptop 240 G9 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021 Pro Plus  ","37,020",https://amazon.in//HP-Laptop-240-Intel-1215U/dp/B07BRND2FT/ref=sr_1_136?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-136
95,"ASUS Vivobook 15, 15.6-inch (39.62 cm) FHD, Intel Pentium Gold 7505, Thin and Light Laptop, (8GB RAM/256GB SSD/Intergrated Graphics/Windows 11 Home/Indie Black/1.8 Kg), X1500EA-EJ111WS  ","22,990",https://amazon.in//ASUS-Vivobook-15-6-inch-Intergrated-X1500EA-EJ111WS/dp/B0CRZ5JH8X/ref=sr_1_137?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-137
96,"Lenovo V14 Intel Core i5 12th Gen 14""(35.56cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Pro/Iron Grey/1.43 kg), 82TSA0CWIH  ","38,490",https://amazon.in//Lenovo-35-56cm-1920x1080-Antiglare-82TSA0CWIH/dp/B0CWRP5P1M/ref=sr_1_138?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-138
97,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Integrated AMD Graphics/Windows 11 Home/MSO 21/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","36,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTk2NjMwNzM5NTcyNDEzOjE3MzA1NzIyMzU6c3BfbXRmOjMwMDEwNzY0ODY4NjAzMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400ERIN%2Fdp%2FB0CP2KRYLM%2Fref%3Dsr_1_139_sspa%3Fcrid%3D2U44J85V9C94J%26dib%3DeyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730572235%26sprefix%3Dlep%252Caps%252C757%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
98,"(Refurbished) HP Workstation Zbook Intel Core i7-4810MQ Quad Core Processor , 4 GB Ram & 128 GB SSD, 15.6 Inches with Intel & Nvidia K2100M Dual Graphics with FHD Screen 1080p Laptop Computer  ","21,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTk2NjMwNzM5NTcyNDEzOjE3MzA1NzIyMzU6c3BfbXRmOjMwMDM2NTQ3MjIzMzMzMjo6MDo6&url=%2FHP-Workstation-i7-4810MQ-Processor-Graphics%2Fdp%2FB0BKFY8HNW%2Fref%3Dsr_1_140_sspa%3Fcrid%3D2U44J85V9C94J%26dib%3DeyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1730572235%26sprefix%3Dlep%252Caps%252C757%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
99,"MSI Modern 15, Intel 13th Gen. i7-1355U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B13M-288IN  ","58,990",https://amazon.in//MSI-Modern-15-i7-1355U-Windows/dp/B0BX9RWG1C/ref=sr_1_141?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-141
100,"Lenovo V15 G2 15.6"" FHD Anti-Glare Business Laptop, Intel Celeron N4500, 8GB RAM, 256GB PCIe SSD, Intel UHD Graphics, HD Camera, HD Audio, Wi-Fi, Bluetooth, Windows 11, Black  ","23,990",https://amazon.in//Lenovo-V15-G2-Anti-Glare-Bluetooth/dp/B0CVTL9QRF/ref=sr_1_142?crid=2U44J85V9C94J&dib=eyJ2IjoiMSJ9._IyOjcKZTI5DjPerY37qsxzmj0S3TbKGOaPmA8-KJgfOZxss54zsw0Ls9TQTC7G0kATxJySRK36v7zIgkySnSWFgdKo7dJ2XiV_ourVS9_2Fd7GPKeR5iItsYiBBnOIEUR5NfA5BlvkIascEAcPWy4pVW0oqI0JHLYe2h_g8UtguRqaZvmMf4MQ8zRhgGf-aywmG5m9QbHTVYALdkiMNfA3mFQysusoT2mp2Hr2Cdc0.myFRIhdAtYaKJfa02pFuK6h0YACT8AedSldZticP2XQ&dib_tag=se&keywords=laptop&qid=1730572235&sprefix=lep%2Caps%2C757&sr=8-142
